Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
750989,Purple Finance Limited,PURFIN-RE1,Purple Finance Ltd,Suspended,R ,0.05,INE0CYK20023, ,-,-,-,-,-
750990,Mahindra Lifespace Developers Ltd.,MAHLIFE-RE,Mahindra Lifespace Developers Ltd,Suspended,R ,0.05,INE813A20018, ,-,-,-,-,-
750991,Aplab Ltd.,APLAB-RE1,Aplab Ltd,Active,R ,0.05,INE273A20023, ,-,-,-,-,-
750992,HIMALAYA FOOD INTERNATIONAL LIMITED,HFIL-RE,HIMALAYA FOOD INTERNATIONAL Ltd,Suspended,R ,0.05,INE552B20010, ,-,-,-,-,-
750993,Unison Metals Ltd,UNISON-RE,Unison Metals Ltd,Suspended,R ,0.05,INE099D20018, ,-,-,-,-,-
750994,SEPC LIMITED,SEPC-RE3,SEPC Ltd,Suspended,R ,0.05,INE964H20055, ,-,-,-,-,-
750995,MARKOBENZ VENTURES LIMITED,MARKOB-RE1,MARKOBENZ VENTURES Ltd,Active,R ,0.05,INE229N20028, ,-,-,-,-,-
750996,UGRO CAPITAL LIMITED,UGRO-RE,UGRO CAPITAL Ltd,Suspended,R ,0.05,INE583D20011, ,-,-,-,-,-
750997,Franklin Industries Limited,FRANKI-RE1,Franklin Industries Ltd,Active,R ,0.05,INE789R20022, ,-,-,-,-,-
750998,BHARAT BHUSHAN FINANCE & COMMODITY BROKERS LIMITED,BHARAT-RE,BHARAT BHUSHAN FINANCE & COMMODITY BROKERS Ltd,Active,R ,0.05,INE900A20013, ,-,-,-,-,-
750999,Sylph Technologies Ltd,SYLPH-RE,Sylph Technologies Ltd,Suspended,R ,0.05,INE706F20013, ,-,-,-,-,-
751000,ETHOS LIMITED,ETHOS-RE,ETHOS Ltd,Active,R ,0.05,INE04TZ20018, ,-,-,-,-,-
751001,Som Datt Finance Corporation Ltd.,SODFC-RE,Som Datt Finance Corporation L,Active,R ,0.05,INE754C20010, ,-,-,-,-,-
751002,7NR Retail Limited,7NR-RE1,7NR Retail Ltd,Active,R ,0.05,INE413X20027, ,-,-,-,-,-
751003,IFL ENTERPRISES LIMITED,IFL-RE1,IFL ENTERPRISES Ltd,Suspended,R ,0.05,INE714U20024, ,-,-,-,-,-
751004,Capital Trust Ltd.,CAPTRU-RE,Capital Trust Ltd,Active,R ,0.05,INE707C20018, ,-,-,-,-,-
780001,Jaisukh Dealers Limited,JDL,Jaisukh Dealers Ltd,Suspended,IP,10,INE190P01019, ,Equity,-,-,-,-
780004,Autumn Builders Limited,AUTUMN,Autumn Builders Ltd,Suspended,IP,10,INE733P01016, ,Equity,-,-,-,-
780005,Learning Edge Academy of Professionals Limited,LEAP,Learning Edge Academy of Professionals Ltd,Delisted,IP,10,INE301Q01010, ,Equity,-,-,-,-
780006,Dekson Castings Limited,DEKSON,Dekson Castings Ltd,Suspended,IP,1000,INE465Q01013, ,Equity,-,-,-,-
780007,Premier Chennai Properties Limited,PCPL,Premier Chennai Properties Ltd,Delisted,IP,10,INE245Q01019, ,Equity,-,-,-,-
780008,Supernova Advertising Limited,SUPERNOVA,Supernova Advertising Ltd,Suspended,IP,10,INE018Q01010, ,Equity,-,-,-,-
780009,Madhuban Constructions Limited,MCL,Madhuban Constructions Ltd,Suspended,IP,10,INE145Q01011, ,Equity,-,-,-,-
780010,K D Trend Wear Limited,KDTWL,K D Trend Wear Ltd,Delisted,IP,10,INE098Q01012, ,Equity,-,-,-,-
780011,Richway International Trade Limited,RICHWAY,Richway International Trade Ltd,Delisted,IP,10,INE591Q01016, ,Equity,-,-,-,-
780012,GOKUL SOLUTIONS LIMITED,GOKULSOL,Gokul Solutions Ltd,Suspended,IP,10,INE909Q01010, ,Equity,-,-,-,-
780013,CITYON SYSTEMS (INDIA) LIMITED,CITYON,Cityon Systems (India) Ltd,Suspended,IP,10,INE324P01014, ,Equity,-,-,-,-
780014,Has Lifestyle Limited,HASJUICE,Has Lifestyle Ltd,Active,IP,10,INE888Q01016, ,Equity,-,-,-,-
780015,Sanasa Tech Feb Limited,SANASATECH,Sanasa Tech Feb Ltd,Suspended,IP,10,INE760Q01017, ,Equity,-,-,-,-
780016,Web Element Solutions Limited,WEBSL,Web Element Solutions Ltd,Active,IP,10,INE562Q01017, ,Equity,-,-,-,-
780018,Adhiraj Distributors Limited,ADHIRAJ,Adhiraj Distributors Ltd,Active,IP,10,INE067R01015, ,Equity,-,-,-,-
780019,Jigyasa Infrastructure Limited,JIGYASA,Jigyasa Infrastructure Ltd,Suspended,IP,10,INE107Q01011, ,Equity,-,-,-,-
780020,Pritika Autocast Limited,PRITIKAST,Pritika Autocast Ltd,Delisted,IP,10,INE070R01019, ,Equity,-,-,-,-
890003,Agro Dutch Industries Ltd.,AGDUTCF,AGR DUTCH PP,Delisted,B ,10,NA          , ,Equity,-,-,-,-
890004,Parasrampuria Synthetics Ltd.,PRSYNP1,Parasrampuria Synthetics Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
890005,Windsor Capital Markets Ltd,WINCAPP,WIN CAP MKPP,Delisted,B ,10,NA          , ,Equity,-,-,-,-
890006,Rain Calcining Ltd.,RAICAPP,RAIN CACN PP,Delisted,B ,10,NA          , ,Equity,-,-,-,-
890008,Hindustan Petroleum Corporation Ltd,HPETRPP,HIND PETR PP,Delisted,B ,10,NA          , ,Equity,-,-,-,-
890009,Sintex Industries Ltd,SINTXPP,SINTEX INDPP,Delisted,B ,6,NA          , ,Equity,-,-,-,-
890010,Clutch Auto Ltd.,CLUATPP,CLUT AUTO PP,Delisted,T ,6.25,NA          , ,Equity,-,-,-,-
890011,KSL AND INDUSTRIES LTD,KRTXCPP,KRT TX CA PP,Delisted,B ,10,NA          , ,Equity,-,-,-,-
890012,Zenith Computers Ltd.,ZENCMPP,ZENIT COMPP,Delisted,B ,10,NA          , ,Equity,-,-,-,-
890013,Eskay K'n'IT (India) Ltd,SHKPYPP,SH KR PY PP,Delisted,B ,10,NA          , ,Equity,-,-,-,-
890015,Selan Exploration Technology Ltd.,SELEXPP,SALEN EXP PP,Delisted,B ,10,NA          , ,Equity,-,-,-,-
890016,"Jaipur Polyspin Ltd.,",JAIPOPP,JAIPUR POLPP,Delisted,B ,10,NA          , ,Equity,-,-,-,-
890017,Ambuja Cement Eastern Ltd.,AMBCMPP,AMBUJ CEM PP,Delisted,B ,10,NA          , ,Equity,-,-,-,-
890018,SREI Infrastructure Finance limited,SREINPP,SREI PP7.5PD,Delisted,B ,10,NA          , ,Equity,-,-,-,-
890019,SREI Infrastructure Finance limited,SREENPP,SREI PP5PD,Delisted,B ,10,NA          , ,Equity,-,-,-,-
890020,SREI Infrastructure Finance limited,SREINFRA1,SREI Infrastructure Finance Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
890022,Jammu and Kashmir Bank Ltd.,J&KBN,J&K BANK,N,B ,10,-, ,Equity,-,-,-,-
890024,Ugar Sugar Works Ltd.,UGSGWPP,UGAR SG WKPP,Delisted,B ,8,NA          , ,Equity,-,-,-,-
890025,Genomics Biotech Ltd.,ABNERPP,ABNER PH PP,Delisted,B ,10,NA          , ,Equity,-,-,-,-
890026,SQL Star International Ltd,SQLPP,SQL STAR PP5,Delisted,B ,5,IN9399A01024, ,Equity,-,-,-,-
890027,S.Kumars Nationwide Ltd.,SKSPP,SKUMAR SYNPP,N,B ,10,NA          , ,Equity,-,-,-,-
890028,ICICI Ltd.,ICIPP,ICICI PP3 DM,Delisted,B ,10,IN9005A01027, ,Equity,-,-,-,-
890029,Top Telemedia Ltd.,TOPCAPP,Top Telemedia Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
890030,Saurashtra Cement Limited,SAUCMPP,SAURA CEMEPP,Delisted,B ,10,NA          , ,Equity,-,-,-,-
890031,ACCELYA SOLUTIONS INDIA LIMITED,KALPP,KALE CON. PP,Delisted,B ,10,-, ,Equity,-,-,-,-
890032,"India Polyfibres Ltd.,",INPOFPP,IND POLYFBPP,Delisted,B ,10,NA          , ,Equity,-,-,-,-
890034,Marksans Pharma Ltd.,TASPHPP,TASC PHAR PP,Delisted,B ,10,NA          , ,Equity,-,-,-,-
890035,Syndicate Bank,SYNPP,SYNDICATE PP,Delisted,B ,10,IN9667A01024, ,Equity,-,-,-,-
890036,Software Technology Group Intl. Ltd.,STNPP,Software Technology Group Intl Ltd,Delisted,B ,10,IN9863A01045, ,Equity,-,-,-,-
890037,Glenmark Pharmaceuticals ltd,GLNPP,GLENMARK PP,Delisted,B ,10,IN9935A01033, ,Equity,-,-,-,-
890038,India Steel Works Ltd,ISIPP,ISIBARS LTPP,Delisted,B ,10,IN9072A01027, ,Equity,-,-,-,-
890039,Shree Rama Multi-tech Ltd.,SHRPP,SHREE RAM PP,Delisted,B ,2.5,-, ,Equity,-,-,-,-
890040,Clio Infotech Ltd.,CLINFPP,CLIO INFO PP,Delisted,B ,10,NA          , ,Equity,-,-,-,-
890041,Infraquest International Limited,INFRAQUESTP,Infraquest International Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
890042,Socrus Bio Sciences Limited,TANUHPP,TANU HEAL PP,Delisted,B ,10,-, ,Equity,-,-,-,-
890043,Transcon Research And Infotech Ltd.,TRAREPP,TRACON RE PP,Delisted,T ,10,-, ,Equity,-,-,-,-
890044,Gujarat Sidhee Cement Limited.,GUJSDPP,GUJ SIDEE PP,Delisted,B ,8,IN9542A01029, ,Equity,-,-,-,-
890045,Cinevista Limited,CINPP,CINEVISTA PP,Delisted,B ,10,-, ,Equity,-,-,-,-
890046,Yash Management & Satellite Ltd.,YASHMPP,YASH MNG& PP,Delisted,B ,10,-, ,Equity,-,-,-,-
890047,POPEES CARES LIMITED,POPEESPP,Archana Software Ltd,Suspended,B ,10,IN9149B01013, ,Equity,-,-,-,-
890048,Omni Axs Software Ltd.,OMSPP,OMNI AX'S PP,Delisted,B ,10,-, ,Equity,-,-,-,-
890049,Commex Technology Limited,BLWPP,BALWAS E PP,Delisted,B ,10,IN9354B01019, ,Equity,-,-,-,-
890050,SoftSol India Limited.,SOFPP,SOFTSOL I PP,Delisted,B ,10,IN9002B01014, ,Equity,-,-,-,-
890051,Ambitious Plastomac Ltd.,AMBITPP,AMBI PLAS PP,Delisted,B ,10,-, ,Equity,-,-,-,-
890052,Tele Data Informatics Ltd.,TEDPP,TELE DATA PP,Delisted,B ,10,-, ,Equity,-,-,-,-
890053,Mukta Arts Ltd.,MUKPP,Mukta Arts Ltd,Delisted,P ,5,-, ,Equity,-,-,-,-
890054,Dynacons Systems & Solutions Ltd.,DYNPP,DYNACONS PP,Delisted,B ,10,IN9417B01014, ,Equity,-,-,-,-
890055,Kanika Infotech Ltd.,KIFPP,KANIKA IF PP,Delisted,B ,10,-, ,Equity,-,-,-,-
890056,BRIGHTCOM GROUP LIMITED,LAGPP,LANCO GLO PP,Delisted,B ,10,-, ,Equity,-,-,-,-
890057,Maximaa Systems ltd.,MAXISYS,MAXIMAA STSL,Delisted,B ,10,-, ,Equity,-,-,-,-
890058,Virinchi Limited,VIRPP,Virinchi Technologies Ltd,Delisted,P ,10,-, ,Equity,-,-,-,-
890059,Universal Arts Ltd,TABPP,TABASSUM PP,Delisted,B ,10,-, ,Equity,-,-,-,-
890060,FIRST FINTEC LIMITED,IQMPP,IQMS SOFT PP,Delisted,B ,10,IN9683B01011, ,Equity,-,-,-,-
890061,Garnet International Limited,ADELVPP,ADEL VISI PP,Delisted,B ,10,-, ,Equity,-,-,-,-
890062,Vision Organics Ltd,VISPP,VISION ORGPP,Delisted,B ,10,IN9514B01018, ,Equity,-,-,-,-
890063,Tyche Industries Ltd.,SIRPP,SIRIS SOFTPP,Delisted,B ,10,-, ,Equity,-,-,-,-
890064,DCW Ltd.,DCWPP,DCW LTD PP,Delisted,B ,10,IN9500A01019, ,Equity,-,-,-,-
890065,Skol Breweries Ltd.,SKOLBPP,SKOL BREW PP,Delisted,B ,10,-, ,Equity,-,-,-,-
890066,Nimbus Projects Limited,NCJINPP,Nimbus Projects Ltd,Delisted,P ,10,-, ,Equity,-,-,-,-
890067,Tarai Foods Ltd.,TARAIPP,TARAI FOD PP,Delisted,B ,10,-, ,Equity,-,-,-,-
890068,Opto Circuits (India) Ltd.,OPTPP,OPTO CIR PP,Delisted,B ,10,IN9808B01014, ,Equity,-,-,-,-
890069,Jyoti Structures Ltd.,JYOPP,JYOTI STR PP,Delisted,B ,10,IN9197A01014, ,Equity,-,-,-,-
890070,USG Tech Solutions Ltd,VKSPP,USG Tech Solutions Ltd,Delisted,B ,10,IN9718B01015, ,Equity,-,-,-,-
890071,Fourth Generation Information Systems Ltd,FOGPP,FOURTH GE PP,Delisted,B ,10,IN9739B01011, ,Equity,-,-,-,-
890072,Saven Technologies Ltd.,SATPP,SAVEN TCH PP,Delisted,B ,10,IN9856B01013, ,Equity,-,-,-,-
890073,CCS Infotech Ltd.,CCSPP,CCS INFO PP,Delisted,B ,10,IN9661B01017, ,Equity,-,-,-,-
890074,IKF Technologies Ltd.,IKFPP,IKF SOFTW PP,Delisted,B ,10,IN9052C01017, ,Equity,-,-,-,-
890075,e. Star Infotech Ltd.,ESTPP,e Star Infotech Ltd,Delisted,B ,10,IN9546B01010, ,Equity,-,-,-,-
890076,Sequel Soft India Ltd.,SEQPP,Sequel Soft India Ltd,Delisted,B ,10,IN9793C01016, ,Equity,-,-,-,-
890077,Mawana Sugars Ltd,SIELLPP,SIEL LTED PP,Delisted,B ,10,-, ,Equity,-,-,-,-
890078,CESC Limited,CESPP,CESC LIMI PP,Delisted,B ,10,-, ,Equity,-,-,-,-
890079,EMCO Ltd.,EMCPP,EMCO LIMI PP,Delisted,B ,10,IN9078A01024, ,Equity,-,-,-,-
890080,Elgi Equipments Ltd.,ELEPP,ELGI EQUI PP,Delisted,B ,1,IN9285A01033, ,Equity,-,-,-,-
890081,IOL Netcom Ltd,IOLBRODPP,IOL BROADPP,Delisted,B ,10,IN9517C01027, ,Equity,-,-,-,-
890082,Sakthi Sugars Ltd.,SATHIPP,SAKTHI SU PP,Delisted,B ,10,-, ,Equity,-,-,-,-
890083,Gem Eyeadorns Ltd,GMEYEPP,GEM EYELT PP,Delisted,B ,10,-, ,Equity,-,-,-,-
890084,Gujarat Credit Corporation Ltd.,GUJCCPP,Gujarat Credit Corporation Ltd,Delisted,P ,10,-, ,Equity,-,-,-,-
890085,Koa Tools India Ltd,KOATLPP,KOA TOOLS PP,Delisted,B ,10,-, ,Equity,-,-,-,-
890086,CESC Limited,CESCLPP,CESC LTD PP,Delisted,B ,10,-, ,Equity,-,-,-,-
890087,Eupharma Laboratories Ltd.,EUPHAPP,EUPHA LAB PP,Delisted,B ,10,-, ,Equity,-,-,-,-
890088,Arvind Ltd.,ARVMIPP,ARVIND MILLS,Delisted,B ,5,IN9034A01019, ,Equity,-,-,-,-
890089,SQL Star International Ltd,SQLSTARPP,SQL STAR INT,Delisted,B ,10,IN9399A01040, ,Equity,-,-,-,-
890090,Aban  Offshore Ltd.,ABANOFFSHPP,ABAN OFFSHO,Delisted,B ,2,IN9421A01026, ,Equity,-,-,-,-
890091,Kopran Ltd.,KOPRANPP,KOPRAN LTD,Delisted,B ,10,IN9082A01018, ,Equity,-,-,-,-
890092,Netlink Solutions (India) Ltd.,VGRCONSPP,VGR CONSTRPP,Delisted,B ,10,IN9040F01015, ,Equity,-,-,-,-
890093,Recron Synthetics Ltd.,RECRONSYN,RECRON SYNTH,Delisted,B ,1,IN9616A01013, ,Equity,-,-,-,-
890095,Aditya Birla Chemicals (India) Limited,BIHCCPPRI,BIHAR CAUSC C,Delisted,B ,10,IN9605B01014, ,Equity,-,-,-,-
890096,ORCHASP LIMITED,CYBMIPPRI,CYBERMAT INF,Delisted,B ,10,IN9215B01012, ,Equity,-,-,-,-
890097,B.A.G. Films & Media Ltd,BAGFILMSPP,BAG FILMS,Delisted,B ,2,IN9116D01018, ,Equity,-,-,-,-
890098,B.S. Refrigerators Ltd.,BSREPP,B S REFRIGR,Delisted,Z ,10,-, ,Equity,-,-,-,-
890099,Ramco Systems Ltd,RAMCOSYPP,RAMCO SYSTEM,Delisted,B ,10,IN9246B01017, ,Equity,-,-,-,-
890100,Dhampur Sugar Mills Ltd.,DHAMSUP,DHAMPUR SUGA,Delisted,B ,5,IN9041A01022, ,Equity,-,-,-,-
890101,Alembic  Ltd,ALEMBICPP,ALEMBICLTDPP,Delisted,B ,10,IN9426A01017, ,Equity,-,-,-,-
890102,ICICI Bank Ltd.,ICICIBANKPP,ICICI BANK L,Delisted,B ,10,IN9090A01011, ,Equity,-,-,-,-
890104,Navin Fluorine International Limited,NAVINPP,NAVIN FLUORI,Delisted,B ,10,IN9048G01016, ,Equity,-,-,-,-
890106,Mawana Sugars Ltd.,MAWANPP,MAWANA,Delisted,B ,10,IN9255G01017, ,Equity,-,-,-,-
890111,Spanco  Ltd.,SPANCOPP,Spanco  Ltd,Delisted,B ,10,IN9360B01024, ,Equity,-,-,-,-
890112,Varun Shipping Co. Ltd.,VARUNPP,Varun Shipping Co Ltd,Delisted,B ,10,IN9702A01029, ,Equity,-,-,-,-
890114,Mawana Sugars Ltd,SIELPP,SIEL LTD PP,Delisted,B ,10,IN9636A01029, ,Equity,-,-,-,-
890115,Sirpur Paper Mills Ltd.,SIRPURPP,SIRPUR PP,Delisted,B ,10,IN9202C01018, ,Equity,-,-,-,-
890116,Beeyu Overseas Ltd.,BEEYUPP,BEEYU OVERSE,Delisted,B ,10,IN9052B01019, ,Equity,-,-,-,-
890117,FCS Software Solutions Ltd.,FCSSOFTPP,FCS SOFTPP,Delisted,B ,10,IN9512B01012, ,Equity,-,-,-,-
890118,Comfort Intech Ltd,COMFORTINPP,COMFORTINTPP,Delisted,B ,10,IN9819A01013, ,Equity,-,-,-,-
890119,Adroit Infotech Limited,COLORCHIPPP,COLORCHIPPP,Delisted,T ,10,IN9737B01015, ,Equity,-,-,-,-
890120,Hindalco Industries Ltd.,HINDALCOPP,HINDALCOPP,Delisted,B ,1,IN9038A01028, ,Equity,-,-,-,-
890121,STL Global Ltd,SGLPP,SHIVALIK GBL,Delisted,B ,10,IN9353H01018, ,Equity,-,-,-,-
890122,Shree Bhawani Paper Mills Ltd.,SHRBHAWNIPP,SHRBHAWNIPP,Delisted,B ,10,IN9688C01018, ,Equity,-,-,-,-
890123,BALASORE ALLOYS LTD,BALASOREPP,BALASOREPP,Delisted,B ,5,IN9135A01014, ,Equity,-,-,-,-
890124,ICICI Bank Ltd.,ICICIBNKPP,ICICI BANKPP,Delisted,B ,10,IN9090A01045, ,Equity,-,-,-,-
890125,Orient Paper & Industries Ltd.,ORIENTPAPP,ORIENTPAPP,Delisted,B ,10,IN9592A01016, ,Equity,-,-,-,-
890126,Oudh Sugar Mills Ltd.,OUDHSUGARPP,OUDH SUGAR MILLS LTD.,Delisted,B ,10,IN9594A01012, ,Equity,-,-,-,-
890127,Dish TV India Limited,DISHTVPP,DISHTVPP,Delisted,B ,1,IN9836F01024, ,Equity,-,-,-,-
890128,Alok Industries Ltd.,ALOKINDPP,ALOKIND PP,Delisted,B ,10,IN9270A01019, ,Equity,-,-,-,-
890129,Gangotri Iron & Steel Company Ltd,GANGOIRONPP,GANGOIRONPP,Delisted,B ,10,IN9437F01013, ,Equity,-,-,-,-
890130,Television Eighteen India Ltd.,TV18EQPP,TV18EQPP,Delisted,B ,5,IN9889A01065, ,Equity,-,-,-,-
890131,Siti Networks Limited,WWILPP,WWILPP,Delisted,B ,1,IN9965H01019, ,Equity,-,-,-,-
890132,City Union Bank Ltd,CITYUNIONPP,CITYUNIONPP,Delisted,B ,0.05,IN9491A01011, ,Equity,-,-,-,-
890133,Television Eighteen India Ltd.,TELE18EQPP,TELE18EQPP,Delisted,B ,5,IN9889A01073, ,Equity,-,-,-,-
890134,TV18 Broadcast Ltd.,IBN18PP,IBN18PP,Delisted,B ,0.5,IN9886H01017, ,Equity,-,-,-,-
890135,GOURMET GATEWAY INDIA LIMITED,INTELLCAPPP,INTELLCAPPP,Delisted,B ,10,IN9512D01018, ,Equity,-,-,-,-
890136,Videocon Industries Ltd.,VIDEOCONPP,VIDEOCONPP,Delisted,B ,10,IN9703A01019, ,Equity,-,-,-,-
890137,Tulsyan NEC Ltd,TULSYANPP,TULSYAN NEC,Delisted,B ,10,IN9463D01014, ,Equity,-,-,-,-
890138,Tulsyan NEC Ltd,TULSYANPP6,TULSYAN NEC,Delisted,B ,10,IN9463D01022, ,Equity,-,-,-,-
890139,Sun Pharma Advanced Research Company Ltd.,SUNPHADVPP,SUN PHADVPP,Delisted,B ,1,IN9232I01012, ,Equity,-,-,-,-
890140,City Union Bank Ltd,CITYUNIBKPP,CITYUNIBKPP,Delisted,B ,1,IN9491A01011, ,Equity,-,-,-,-
890141,TATA STEEL BSL LIMITED,BHUSHANSTPP,BHUSHANSTPP,Delisted,B ,2,IN9824B01011, ,Equity,-,-,-,-
890142,Archit Organosys Limited,ARCHITORGPP,Archit Organosys Ltd,Delisted,X ,10,IN9078I01019, ,Equity,-,-,-,-
890143,Kanpur Plastipack Limited,KANPRPLAPP,Kanpur Plastipack Ltd,Delisted,X ,10,IN9694E01012, ,Equity,-,-,-,-
890144,TATA STEEL LIMITED,TATASTEELPP,Tata Steel Ltd,Suspended,A ,10,IN9081A01010, ,Equity,-,-,-,-
890145,Dhani Services Limited,DHANIPP,Dhani Services Ltd,Suspended,B ,2,IN9274G01034, ,Equity,-,-,-,-
890146,Hatsun Agro Products Ltd.,HATSUNPP,Hatsun Agro Products Ltd,Delisted,B ,1,IN9473B01017, ,Equity,-,-,-,-
890147,Reliance Industries Ltd,RELIANCEPP,Reliance Industries Ltd,Delisted,A ,10,IN9002A01032, ,Equity,-,-,-,-
890148,Aditya Birla Fashion and Retail Limited,ABFRLPP,Aditya Birla Fashion and Retail Ltd,Suspended,A ,10,IN9647O01027, ,Equity,-,-,-,-
890149,SATIN CREDITCARE NETWORK LIMITED,SATINPP,Satin Creditcare Network Ltd,Delisted,B ,10,IN9836B01023, ,Equity,-,-,-,-
890150,Rushil Decor Limited,RUSHILPP,Rushil Decor Ltd,Suspended,B ,10,IN9573K01023, ,Equity,-,-,-,-
890151,Mold-Tek Packaging Limited,MOLDTEKPP,Mold-Tek Packaging Ltd,Delisted,B ,5,IN9893J01019, ,Equity,-,-,-,-
890152,Urja Global Limited,URJAPP,Urja Global Ltd,Delisted,B ,1,IN9550C01028, ,Equity,-,-,-,-
890153,Arvind Fashions Limited,AFLPP,Arvind Fashions Ltd,Delisted,A ,4,IN9955V01011, ,Equity,-,-,-,-
890154,SGL RESOURCES LIMITED,SCANPGEOMPP,Scanpoint Geomatics Ltd,Delisted,XT,2,IN9967B01018, ,Equity,-,-,-,-
890155,Texel Industries Ltd.,TEXELINPP,Texel Industries Ltd,Delisted,X ,10,IN9594V01018, ,Equity,-,-,-,-
890156,Kesoram Industries Ltd,KILPP,Kesoram Industries Ltd,Delisted,B ,10,IN9087A01017, ,Equity,-,-,-,-
890157,Bharti Airtel  Ltd.,AIRTELPP,Bharti Airtel  Ltd,Active,A ,5,IN9397D01014, ,Equity,-,-,-,-
890158,RPP INFRA PROJECTS LIMITED,RPPINFRPP,RPP INFRA PROJECTS Ltd,Delisted,B ,10,IN9324L01011, ,Equity,-,-,-,-
890159,Patel Integrated Logistics Ltd,PATINTPP,Patel Integrated Logistics Ltd,Suspended,B ,10,IN9529D01012, ,Equity,-,-,-,-
890160,VIKAS LIFECARE LIMITED,VLIFEPP,VIKAS LIFECARE Ltd,Delisted,B ,1,IN9161L01017, ,Equity,-,-,-,-
890161,Natural Capsules Ltd.,NATCAPSPP,Natural Capsules Ltd,Delisted,X ,10,IN9936B01021, ,Equity,-,-,-,-
890162,Vikas EcoTech Limited,VECOPP,Vikas EcoTech Ltd,Delisted,B ,1,IN9806A01010, ,Equity,-,-,-,-
890163,VIKRAM KAMATS HOSPITALITY LIMITED,VIDLIPP,Vidli Restaurants Ltd,Delisted,M ,10,IN9564S01017, ,Equity,-,-,-,-
890164,WARDWIZARD INNOVATIONS AND MOBILITY LIMITED,WARDWIZPP,WARDWIZARD INNOVATIONS AND MOBILITY Ltd,Delisted,B ,1,IN9945P01014, ,Equity,-,-,-,-
890165,Tilak Ventures Limited,TILAKPP,Tilak Ventures Ltd,Delisted,X ,1,IN9026L01012, ,Equity,-,-,-,-
890166,PRISMX GLOBAL VENTURES LIMITED,PRISMXPP,PRISMX GLOBAL VENTURES Ltd,Delisted,X ,1,IN9286N01018, ,Equity,-,-,-,-
890167,ASM Technologies Ltd.,ASMTECPP,ASM Technologies Ltd,Delisted,X ,10,IN9867C01018, ,Equity,-,-,-,-
890168, Aurum PropTech Limited,AURUMPP,Aurum PropTech Ltd,Delisted,B ,5,IN9898S01027, ,Equity,-,-,-,-
890169,Dynemic Products Ltd.,DYNPROPP,Dynemic Products Ltd,Delisted,B ,10,IN9256H01013, ,Equity,-,-,-,-
890170,Saboo Sodium Chloro Ltd.,SABOOSODPP,Saboo Sodium Chloro Ltd.,Delisted,X ,10,IN9440C01014, ,Equity,-,-,-,-
890171,Gennex Laboratories Ltd,GENNEXPP,Gennex Laboratories Ltd,Delisted,X ,1,IN9509C01016, ,Equity,-,-,-,-
890172,Maharashtra Corporation Ltd.,MAHACORPPP,Maharashtra Corporation Ltd,Delisted,X ,1,IN9272E01025, ,Equity,-,-,-,-
890173,KCL Infra Projects Limited,KCLINFPP,KCL Infra Projects Ltd,Delisted,X ,2,IN9469F01016, ,Equity,-,-,-,-
890174,Coastal Corporation Limited,COASTPP,Coastal Corporation Ltd,Delisted,B ,10,IN9377E01022, ,Equity,-,-,-,-
890175,Gautam Gems Limited,GGLPP,Gautam Gems Ltd,Delisted,B ,10,IN9063Z01023, ,Equity,-,-,-,-
890176,SUZLON ENERGY LTD.,SUZLONPP,SUZLON ENERGY LTD,Delisted,A ,2,IN9040H01011, ,Equity,-,-,-,-
890177,Transwarranty Finance Limited,TFLPP,Transwarranty Finance Ltd,Delisted,B ,10,IN9804H01010, ,Equity,-,-,-,-
890178,Rungta Irrigation Ltd.,RUNGTAPP,Rungta Irrigation Ltd,Delisted,XT,10,IN9347C01029, ,Equity,-,-,-,-
890179,Adcon Capital Services Limited,ADCONPP,Adcon Capital Services Ltd,Delisted,XT,1,IN9805Q01018, ,Equity,-,-,-,-
890180,Aarti Surfactants Limited,AARTIPP,Aarti Surfactants Ltd,Delisted,B ,10,IN909EO01012, ,Equity,-,-,-,-
890181,Shree Ganesh Remedies Limited,SGRLPP,Shree Ganesh Remedies Ltd,Delisted,B ,10,IN9414Y01013, ,Equity,-,-,-,-
890182,Hazoor Multi Projects Limited,HAZOORPP,Hazoor Multi Projects Ltd,Delisted,X ,10,IN9550F01013, ,Equity,-,-,-,-
890183,Shukra Pharmaceuticals Limited,SHUKRAPP,Shukra Pharmaceuticals Ltd,Delisted,XT,10,IN9551C01034, ,Equity,-,-,-,-
890184,SPARC ELECTREX LIMITED,SPARCPP,SPARC ELECTREX Ltd,Delisted,X ,10,IN9960B01013, ,Equity,-,-,-,-
890185,KCD INDUSTRIES INDIA LIMITED,KCDPP,KCD INDUSTRIES INDIA Ltd,Delisted,XT,1,IN9185U01017, ,Equity,-,-,-,-
890186,North Eastern Carrying Corporation Limited,NECCLTDPP,North Eastern Carrying Corporation Ltd,Delisted,B ,10,IN9553C01014, ,Equity,-,-,-,-
890187,CRESSANDA RAILWAY SOLUTIONS LIMITED,CRESSANPP,Cressanda Solutions Ltd,Delisted,A ,1,IN9716D01023, ,Equity,-,-,-,-
