Sc_code,Sc_name,Sc_group,Sc_type,Open,High,Low,Close,Last Trd Price,Prev close,Previous close Date,no_trades,No of Shares,Turnover,Wt. Avg. Price,2W Avg. Qty,perc_del_qty,date,Total No of Shrs,Free Float No of Shrs,52 W High,52 W Low,FACE_VALUE,Exdate,Purpose,Industry,
544356,AJAXENGG,B ,Q,633.20,642.30,625.10,634.80,634.80,632.55,6/24/2025 00:00:00,1566,20942,13286161.00,634.43,8989,68.67,6/25/2025 00:00:00,114406800,17165024.238000,756.75,550.60,1.00,,,Capital Goods,
544361,COVANCE,XT,Q,16.52,16.52,16.52,16.52,16.52,16.20,6/24/2025 00:00:00,2,2,33.00,16.50,14,100.00,6/25/2025 00:00:00,14763689,3873224.281772,16.52,2.06,10.00,,,Information Technology,
544362,HEXT,B ,Q,837.70,858.00,837.65,846.05,846.05,837.65,6/24/2025 00:00:00,939,13206,11231456.00,850.48,15116,52.01,6/25/2025 00:00:00,608779668,109644870.884808,890.00,592.95,1.00,,,Information Technology,
544363,UNIONGOLD,E ,Q,96.53,96.53,95.97,95.97,95.97,96.53,6/24/2025 00:00:00,2,2,192.00,96.00,1656,100.00,6/25/2025 00:00:00,,,98.73,84.00,1.00,,,,
544364,BAJAJINDEF,B ,Q,419.25,419.25,405.70,407.90,407.90,415.85,6/24/2025 00:00:00,498,6853,2821605.00,411.73,23155,73.91,6/25/2025 00:00:00,32000000,9692480.000000,480.10,202.05,1.00,,,Capital Goods,
544365,SHANMUGA,M ,Q,38.81,42.00,38.04,40.88,40.88,39.00,6/24/2025 00:00:00,29,62000,2496760.00,40.27,20200,77.42,6/25/2025 00:00:00,13613000,3795998.663000,54.00,31.00,10.00,,,Healthcare,
544367,QPOWER,B ,Q,631.05,685.00,628.00,673.75,673.75,629.70,6/24/2025 00:00:00,5306,150995,98915417.00,655.09,112848,36.90,6/25/2025 00:00:00,77444100,15658577.467200,685.00,270.60,10.00,,,Capital Goods,
544368,SWASTH,MT,Q,31.55,33.18,30.40,33.10,33.10,31.60,6/24/2025 00:00:00,22,26400,857544.00,32.48,10666,100.00,6/25/2025 00:00:00,5857282,1587598.714254,94.00,27.45,10.00,,,Fast Moving Consumer Goods,
544369,BEEZAASAN,MT,Q,255.00,255.00,250.00,252.65,252.65,256.25,6/24/2025 00:00:00,20,17600,4443320.00,252.46,30320,100.00,6/25/2025 00:00:00,12921133,2924801.823614,272.30,145.65,10.00,,,Chemicals,
544370,NUKLEUS,M ,Q,170.75,170.75,170.75,170.75,170.75,171.60,6/24/2025 00:00:00,3,1800,307350.00,170.75,3800,66.67,6/25/2025 00:00:00,4032000,1065000.384000,234.00,152.00,10.00,,,Services,
544371,VIKRAMAR,XT,Q,96.00,96.00,96.00,96.00,96.00,95.85,6/24/2025 00:00:00,32,2540,243840.00,96.00,877,100.00,6/25/2025 00:00:00,3135785,1028104.741670,148.85,74.02,10.00,,,Chemicals,
544372,SHREENATH,MT,Q,23.11,23.11,23.11,23.11,23.11,22.66,6/24/2025 00:00:00,2,6000,138660.00,23.11,31800,100.00,6/25/2025 00:00:00,19654200,5309994.868200,35.20,14.87,10.00,,,Services,
544373,NAPSGLOBAL,MT,Q,41.89,41.89,41.89,41.89,41.89,39.90,6/24/2025 00:00:00,3,4800,201072.00,41.89,9244,100.00,6/25/2025 00:00:00,4430000,1319998.240000,108.00,37.05,10.00,,,Textiles,
544375,GOLD360,E ,Q,96.58,96.58,95.51,95.51,95.51,96.77,6/24/2025 00:00:00,14,424,40737.00,96.08,638,99.76,6/25/2025 00:00:00,,,103.00,85.00,10.00,,,,
544376,SELECTIPO,B ,Q,48.55,48.63,48.39,48.39,48.39,48.12,6/24/2025 00:00:00,18,2870,139155.00,48.49,18419,28.36,6/25/2025 00:00:00,,,49.87,36.00,10.00,,,Financial Services,
544377,EQUAL200,B ,Q,13.01,13.05,13.01,13.04,13.04,12.98,6/24/2025 00:00:00,10,3289,42880.00,13.04,1953,87.84,6/25/2025 00:00:00,,,13.26,11.08,10.00,,,,
544378,PSPL,MT,Q,79.20,79.20,75.52,77.11,77.11,79.42,6/23/2025 00:00:00,3,3000,231830.00,77.28,3714,100.00,6/25/2025 00:00:00,2974424,937000.074056,108.25,60.50,10.00,,,Services,
544379,PRABHA,B ,Q,260.60,282.70,254.70,282.70,282.70,257.00,6/24/2025 00:00:00,1921,64879,17932421.00,276.40,15267,77.04,6/25/2025 00:00:00,136905531,14359884.241059,282.70,154.40,1.00,,,"Oil, Gas & Consumable Fuels",
544381,SUPERIRON,MT,Q,32.86,35.00,32.86,34.22,34.22,33.47,6/24/2025 00:00:00,22,79200,2741712.00,34.62,110040,100.00,6/25/2025 00:00:00,23393673,6217196.111172,107.95,30.87,10.00,,,Capital Goods,
544382,AXISVALUE,B ,Q,28.37,28.37,28.16,28.21,28.21,28.21,6/24/2025 00:00:00,11,251,7095.00,28.27,693,99.60,6/25/2025 00:00:00,,,29.34,24.61,10.00,,,,
544383,PPARIVAH,MT,Q,114.00,114.90,113.00,114.00,114.00,112.25,6/24/2025 00:00:00,53,104400,11865000.00,113.65,80040,100.00,6/25/2025 00:00:00,15918000,3381604.002000,144.40,74.48,10.00,,,Services,
544384,SILVERCASE,E ,Q,10.81,10.97,10.79,10.82,10.82,10.92,6/24/2025 00:00:00,498,534177,5784902.00,10.83,257885,60.09,6/25/2025 00:00:00,,,11.29,8.55,10.00,,,,
544385,SBIBPB,B ,Q,40.50,40.95,40.25,40.73,40.73,40.46,6/24/2025 00:00:00,24,434,17648.00,40.66,4416,78.34,6/25/2025 00:00:00,,,43.00,34.93,10.00,,,,
544386,SPECTRUM,B ,Q,1472.35,1577.00,1469.95,1554.20,1554.20,1492.35,6/24/2025 00:00:00,217,882,1342098.00,1521.65,703,83.11,6/25/2025 00:00:00,15606590,3090245.279310,2254.20,1421.85,10.00,,,Capital Goods,
544387,DESCO,MT,Q,231.00,231.00,224.50,227.30,227.30,232.70,6/24/2025 00:00:00,21,21000,4771850.00,227.23,25300,100.00,6/25/2025 00:00:00,7676008,1473002.907176,265.00,160.00,10.00,,,Construction,
544388,IDENTIXWEB,M ,Q,63.01,63.50,63.00,63.00,63.00,62.65,6/24/2025 00:00:00,5,10000,633000.00,63.30,29600,40.00,6/25/2025 00:00:00,10441550,2204002.374000,90.90,55.00,10.00,,,Information Technology,
544389,SILVER360,E ,Q,105.75,105.75,104.51,104.56,104.56,106.71,6/24/2025 00:00:00,19,821,86292.00,105.11,1613,76.13,6/25/2025 00:00:00,,,109.75,78.30,10.00,,,,
544390,ENRIN,T ,Q,2688.00,2824.00,2641.00,2800.15,2800.15,2699.65,6/24/2025 00:00:00,2063,30088,82502497.00,2742.04,75947,100.00,6/25/2025 00:00:00,356120505,88198228.750320,2992.45,2529.00,2.00,,,Capital Goods,
544391,RETAGGIO,M ,Q,22.75,24.25,20.75,21.40,21.40,22.75,6/24/2025 00:00:00,11,72000,1627500.00,22.60,81428,66.67,6/25/2025 00:00:00,15566160,6197993.493360,25.50,18.00,10.00,,,Consumer Durables,
544392,SPINAROO,M ,Q,62.97,63.06,60.60,62.75,62.75,62.97,6/24/2025 00:00:00,5,10000,622360.00,62.24,12500,60.00,6/25/2025 00:00:00,6994000,1994003.388000,83.00,52.05,10.00,,,Forest Materials,
544393,INFONATIVE,MT,Q,33.00,33.37,33.00,33.37,33.37,32.40,6/24/2025 00:00:00,4,6400,212960.00,33.28,15520,100.00,6/25/2025 00:00:00,11847800,3127996.917000,63.20,32.05,1.00,,,Information Technology,
544394,EVIETF,B ,Q,29.22,29.39,29.10,29.27,29.27,29.08,6/24/2025 00:00:00,20,494,14432.00,29.21,4828,78.54,6/25/2025 00:00:00,,,31.07,25.43,10.00,,,,
544396,NPST,B ,Q,1931.35,1963.25,1888.00,1897.85,1897.85,1931.35,6/24/2025 00:00:00,251,1018,1950718.00,1916.23,1323,76.23,6/25/2025 00:00:00,19389900,6254503.093500,2430.00,1837.55,10.00,,,Information Technology,
544397,ATHERENERG,B ,Q,318.40,344.10,318.40,340.70,340.70,320.35,6/24/2025 00:00:00,10373,376353,126383688.00,335.81,75236,67.19,6/25/2025 00:00:00,372459668,73995817.322224,344.10,287.30,1.00,,,Automobile and Auto Components,
544398,KENRIK,M ,Q,17.00,17.00,16.50,16.98,16.98,17.00,6/24/2025 00:00:00,8,102000,1723860.00,16.90,43800,88.24,6/25/2025 00:00:00,12497900,3497999.737300,27.57,16.50,10.00,,,Consumer Durables,
544399,SRIGEE,MT,Q,320.50,320.50,290.00,290.00,290.00,305.25,6/24/2025 00:00:00,88,282000,86741040.00,307.59,65280,100.00,6/25/2025 00:00:00,5973600,1230000.081600,323.30,188.10,10.00,,,Capital Goods,
544400,MANOJJEWEL,M ,Q,54.00,55.01,52.55,54.52,54.52,54.28,6/24/2025 00:00:00,44,98000,5301780.00,54.10,64000,55.10,6/25/2025 00:00:00,8985628,2999995.677848,55.01,41.00,10.00,,,Consumer Durables,
544402,JASH,B ,Q,556.05,559.50,545.70,551.60,551.60,555.00,6/24/2025 00:00:00,388,7190,3966116.00,551.62,10923,57.50,6/25/2025 00:00:00,62755125,32077219.388625,633.85,527.05,2.00,,,Capital Goods,
544403,ABLBL,T ,Q,151.45,160.25,151.45,154.80,154.80,152.65,6/24/2025 00:00:00,1331,92877,14649285.00,157.73,191141,100.00,6/25/2025 00:00:00,1220294773,534142546.858468,176.10,151.45,10.00,,,Consumer Services,
544404,BORANA,B ,Q,221.95,224.75,219.05,219.80,219.80,220.55,6/24/2025 00:00:00,814,63180,13982868.00,221.32,57533,29.03,6/25/2025 00:00:00,26645295,3689467.417470,267.85,213.00,10.00,,,Textiles,
544405,BELRISE,B ,Q,99.00,105.70,98.55,104.12,104.12,98.09,6/24/2025 00:00:00,8145,1435296,147901986.00,103.05,1120095,37.23,6/25/2025 00:00:00,889879192,167222538.243872,108.98,89.20,5.00,,,Automobile and Auto Components,
544406,UNIFIED,M ,Q,325.70,332.00,317.00,318.80,318.80,320.65,6/24/2025 00:00:00,243,107600,34760340.00,323.05,388280,69.14,6/25/2025 00:00:00,20090100,3785195.831100,393.00,272.50,10.00,,,Information Technology,
544407,AEGISVOPAK,B ,Q,250.35,252.90,249.35,250.25,250.25,251.80,6/24/2025 00:00:00,633,47257,11846275.00,250.68,85873,43.12,6/25/2025 00:00:00,1107991489,85744137.359243,268.45,220.00,10.00,,,"Oil, Gas & Consumable Fuels",
544408,THELEELA,B ,Q,398.30,405.50,396.65,404.90,404.90,401.00,6/24/2025 00:00:00,1173,32341,13022683.00,402.67,28615,49.58,6/25/2025 00:00:00,333957878,44252758.413780,440.00,382.50,10.00,,,Consumer Services,
544409,ASTONEALAB,M ,Q,145.50,149.10,144.00,147.45,147.45,145.35,6/24/2025 00:00:00,25,45000,6536750.00,145.26,31900,91.11,6/25/2025 00:00:00,10511000,2000001.547000,151.00,135.00,10.00,,,Healthcare,
544410,PROSTARM,B ,Q,132.05,135.00,129.50,133.10,133.10,131.30,6/24/2025 00:00:00,1733,163154,21529913.00,131.96,257134,44.20,6/25/2025 00:00:00,58874592,11200008.009120,140.95,107.10,10.00,,,Capital Goods,
544411,SCODATUBES,B ,Q,197.25,203.05,191.85,201.00,201.00,201.15,6/24/2025 00:00:00,3143,242529,47844186.00,197.27,176595,30.06,6/25/2025 00:00:00,59908900,10999992.946800,213.00,136.00,10.00,,,Capital Goods,
544412,3BFILMS,MT,Q,28.65,29.00,28.34,28.95,28.95,28.65,6/24/2025 00:00:00,31,114000,3289260.00,28.85,225000,100.00,6/25/2025 00:00:00,24772000,6749998.420000,48.50,26.86,10.00,,,Capital Goods,
544413,DIGITIDE,B ,Q,229.80,229.80,210.00,218.10,218.10,225.70,6/24/2025 00:00:00,1088,33509,7352974.00,219.43,36036,47.70,6/25/2025 00:00:00,148949413,63999690.081362,254.00,210.00,10.00,,,Information Technology,
544414,BLUSPRING,B ,Q,70.90,70.95,67.45,68.05,68.05,70.65,6/24/2025 00:00:00,995,48407,3332625.00,68.85,209767,64.18,6/25/2025 00:00:00,148949413,64005499.108469,86.95,67.45,10.00,,,Services,
544415,SNXT30BEES,B ,Q,38.70,38.75,38.23,38.75,38.75,38.75,6/24/2025 00:00:00,10,515,19819.00,38.48,995,100.00,6/25/2025 00:00:00,,,39.22,36.83,10.00,,,,
544416,KRISHIVAL,T ,Q,431.90,431.90,400.00,406.65,406.65,411.35,6/24/2025 00:00:00,7,257,103513.00,402.77,927,100.00,6/25/2025 00:00:00,22295141,8901491.110237,435.50,395.00,10.00,,,Fast Moving Consumer Goods,
544417,ATENPAPERS,MT,Q,73.32,73.32,73.32,73.32,73.32,77.17,6/24/2025 00:00:00,2,2400,175968.00,73.32,33900,100.00,6/25/2025 00:00:00,10300000,3299996.400000,90.00,73.32,10.00,,,Forest Materials,
544418,OSWALPUMPS,B ,Q,634.00,675.65,630.50,657.30,657.30,632.50,6/24/2025 00:00:00,18818,419662,276496916.00,658.86,539847,60.25,6/25/2025 00:00:00,113977414,15816531.763366,675.65,580.00,1.00,,,Capital Goods,
544419,ARISINFRA,B ,Q,209.10,209.10,171.50,174.10,174.10,,,24608,1930653,368886729.00,191.07,1930653,62.82,6/25/2025 00:00:00,81048526,12377406.696616,209.10,171.50,2.00,,,Construction Materials,
570002,FELDVR,Z ,Q,3.72,3.77,3.54,3.75,3.75,3.72,6/24/2025 00:00:00,7,557,2059.00,3.70,1748,100.00,6/25/2025 00:00:00,39374679,10857646.483608,6.84,3.17,2.00,,,Consumer Services,
570004,JISLDVREQS,B ,Q,33.23,33.39,32.78,32.82,32.82,33.63,6/24/2025 00:00:00,46,2396,79007.00,32.97,5611,82.26,6/25/2025 00:00:00,19294304,13420018.087072,44.76,25.51,2.00,,,Capital Goods,
570005,GATECHDVR,B ,Q,0.93,0.95,0.92,0.94,0.94,0.93,6/24/2025 00:00:00,41,40878,38092.00,0.93,111682,90.62,6/25/2025 00:00:00,189665894,189510178.301026,3.25,0.77,1.00,,,Financial Services,
590003,KARURVYSYA,B ,Q,250.60,252.55,247.00,248.20,248.20,248.70,6/24/2025 00:00:00,1154,50576,12640695.00,249.93,110162,63.90,6/25/2025 00:00:00,800137684,779402916.056824,253.55,184.40,2.00,,,Financial Services,
590005,VEEDOL,B ,Q,1674.95,1674.95,1650.05,1658.65,1658.65,1654.70,6/24/2025 00:00:00,109,829,1376228.00,1660.11,1944,63.69,6/25/2025 00:00:00,17424000,5727233.952000,2800.00,1275.00,2.00,,,"Oil, Gas & Consumable Fuels",
590006,AMRUTANJAN,B ,Q,722.30,735.00,714.40,732.00,732.00,720.20,6/24/2025 00:00:00,123,1032,750314.00,727.05,933,69.96,6/25/2025 00:00:00,29230630,15188907.652490,861.40,548.05,1.00,,,Healthcare,
590013,XPROINDIA,B ,Q,1211.95,1252.00,1211.95,1242.10,1242.10,1201.40,6/24/2025 00:00:00,385,2488,3073424.00,1235.30,1623,54.78,6/25/2025 00:00:00,20672231,10773250.496726,1675.55,939.25,10.00,,,Capital Goods,
590018,HISARMETAL,B ,Q,198.50,201.70,193.35,195.20,195.20,198.70,6/24/2025 00:00:00,190,46164,9066359.00,196.39,7755,96.94,6/25/2025 00:00:00,5400000,1985347.800000,246.00,159.50,10.00,,,Capital Goods,
590021,BHARATRAS,B ,Q,9965.05,10193.00,9965.05,10086.80,10086.80,10112.10,6/24/2025 00:00:00,113,245,2480139.00,10123.02,992,60.00,6/25/2025 00:00:00,4250000,1071255.000000,14281.35,8807.45,10.00,,,Chemicals,
590024,FACT,B ,Q,1034.95,1053.00,1027.00,1038.10,1038.10,1022.55,6/24/2025 00:00:00,1040,13742,14288415.00,1039.76,25987,29.97,6/25/2025 00:00:00,647071974,62122144.863870,1172.45,565.20,10.00,,,Chemicals,
590025,GINNIFILA,T ,Q,47.00,47.20,46.75,46.75,46.75,46.80,6/24/2025 00:00:00,66,35717,1678302.00,46.99,21352,100.00,6/25/2025 00:00:00,70650065,21012247.781845,50.00,18.94,10.00,,,Textiles,
590030,SPIC,B ,Q,87.08,90.62,87.08,88.82,88.82,87.14,6/24/2025 00:00:00,1311,101208,9038426.00,89.31,48530,51.05,6/25/2025 00:00:00,203640336,88423892.136576,96.50,66.25,10.00,,,Chemicals,
590031,DENORA,B ,Q,882.20,894.60,858.00,868.20,868.20,869.15,6/24/2025 00:00:00,92,253,220239.00,870.51,602,56.13,6/25/2025 00:00:00,5308634,2394953.068662,2022.25,675.00,10.00,,,Capital Goods,
590041,KAVDEFENCE,T ,Q,46.64,46.64,46.64,46.64,46.64,45.73,6/24/2025 00:00:00,19,8386,391123.00,46.64,19989,100.00,6/25/2025 00:00:00,20124260,17078332.503440,66.10,21.16,10.00,,,Telecommunication,
590051,SAKSOFT,B ,Q,192.60,204.30,192.60,203.70,203.70,195.90,6/24/2025 00:00:00,1470,34718,6995307.00,201.49,30236,61.44,6/25/2025 00:00:00,125000000,34996250.000000,380.00,119.55,1.00,,,Information Technology,
590056,SALONA,B ,Q,268.95,271.25,253.05,253.60,253.60,256.05,6/23/2025 00:00:00,119,3578,960496.00,268.44,734,93.74,6/25/2025 00:00:00,5351100,1820214.122700,349.80,212.95,10.00,,,Textiles,
590057,EQUIPPP,T ,Q,19.95,19.95,19.26,19.85,19.85,19.95,6/24/2025 00:00:00,15,1799,35645.00,19.81,8067,100.00,6/25/2025 00:00:00,103095225,13040102.629350,29.95,17.70,1.00,,,Information Technology,
590062,ANDHRSUGAR,B ,Q,75.70,81.65,74.60,80.38,80.38,75.11,6/24/2025 00:00:00,1792,87602,6877630.00,78.51,21349,55.25,6/25/2025 00:00:00,135535390,70618952.999430,126.20,64.86,2.00,,,Chemicals,
590065,IMPAL,B ,Q,1109.95,1154.95,1104.50,1130.30,1130.30,1097.05,6/24/2025 00:00:00,306,626375,720298590.00,1149.95,62908,99.89,6/25/2025 00:00:00,12480000,5849750.400000,1503.00,836.00,10.00,,,Automobile and Auto Components,
590066,KCP,B ,Q,201.90,207.85,201.85,204.70,204.70,200.00,6/24/2025 00:00:00,276,9067,1857924.00,204.91,14077,47.16,6/25/2025 00:00:00,128921160,69746734.323480,281.35,166.80,1.00,,,Construction Materials,
590070,RADAAN,B ,Q,4.26,4.38,4.11,4.34,4.34,4.18,6/24/2025 00:00:00,81,11488,48643.00,4.23,48584,78.15,6/25/2025 00:00:00,40673040,19759003.505040,7.49,1.83,2.00,,,"Media, Entertainment & Publication",
590071,SUNDARMFIN,B ,Q,5079.85,5079.85,4891.00,4931.10,4931.10,4899.75,6/24/2025 00:00:00,192,696,3422777.00,4917.78,1102,60.92,6/25/2025 00:00:00,111103860,68656630.287000,5528.85,3738.85,10.00,,,Financial Services,
590072,SUNDRMBRAK,B ,Q,811.90,814.45,797.00,797.05,797.05,795.10,6/24/2025 00:00:00,14,58,46586.00,803.21,979,75.86,6/25/2025 00:00:00,3934575,1373611.281975,1443.55,700.00,10.00,,,Automobile and Auto Components,
590073,WHEELS,B ,Q,759.55,786.00,759.55,769.30,769.30,751.00,6/24/2025 00:00:00,163,1474,1141855.00,774.66,1412,58.89,6/25/2025 00:00:00,24433012,9770883.663860,914.55,548.00,10.00,,,Automobile and Auto Components,
590075,LAMBODHARA,B ,Q,135.70,138.90,134.00,136.20,136.20,135.40,6/24/2025 00:00:00,72,671,91984.00,137.08,1019,88.52,6/25/2025 00:00:00,8759600,2251988.044800,248.00,99.95,5.00,,,Textiles,
590078,MAITHANALL,B ,Q,1189.90,1234.00,1189.90,1228.85,1228.85,1170.05,6/24/2025 00:00:00,919,9392,11457609.00,1219.93,5276,55.27,6/25/2025 00:00:00,29111550,7282050.451650,1287.95,834.05,10.00,,,Metals & Mining,
590086,ORISSAMINE,B ,Q,4867.00,4962.15,4861.50,4951.40,4951.40,4837.95,6/24/2025 00:00:00,107,283,1392418.00,4920.20,904,47.35,6/25/2025 00:00:00,6000000,2999100.000000,9700.00,4320.00,1.00,,,Metals & Mining,
590095,GOLDBEES,E ,Q,83.00,83.00,80.63,81.10,81.10,80.98,6/24/2025 00:00:00,4188,591038,47915712.00,81.07,1028579,50.64,6/25/2025 00:00:00,2352209,,85.16,57.85,1.00,,,Financial Services,
590096,LIQUIDBEES,F ,Q,1000.01,1000.01,999.99,1000.00,1000.00,1000.00,6/24/2025 00:00:00,1232,299489,299486883.00,999.99,194065,93.34,6/25/2025 00:00:00,3247136,,1000.24,997.00,1000.00,,,Financial Services,
590097,GOLD1,E ,Q,81.99,82.00,81.52,81.68,81.68,81.59,6/24/2025 00:00:00,525,33025,2698279.00,81.70,40881,73.84,6/25/2025 00:00:00,399216,,84.58,58.33,1.00,,,Financial Services,
590098,SETFGOLD,E ,Q,81.36,85.53,81.36,83.51,83.51,83.45,6/24/2025 00:00:00,834,110698,9252458.00,83.58,139672,81.81,6/25/2025 00:00:00,764087,,87.79,59.27,1.00,,,Financial Services,
590099,QGOLDHALF,E ,Q,80.90,81.04,80.82,80.90,80.90,80.89,6/24/2025 00:00:00,51,2412,195178.00,80.92,3699,87.81,6/25/2025 00:00:00,155653,,83.98,57.51,2.00,,,Financial Services,
590101,GOLDSHARE,E ,Q,80.82,83.05,80.82,82.22,82.22,82.90,6/24/2025 00:00:00,380,40415,3318919.00,82.12,49835,79.09,6/25/2025 00:00:00,1742121,,85.87,58.21,1.00,,,Financial Services,
590103,NIFTYBEES,B ,Q,278.64,283.75,278.00,283.32,283.32,281.46,6/24/2025 00:00:00,6191,712356,201684118.00,283.12,321767,88.42,6/25/2025 00:00:00,4737476,,292.58,243.89,1.00,,,Financial Services,
590104,JUNIORBEES,B ,Q,723.87,727.03,722.03,724.96,724.96,721.49,6/24/2025 00:00:00,296,8513,6174332.00,725.28,31199,83.91,6/25/2025 00:00:00,5459190,,829.50,600.00,1.25,,,Financial Services,
590106,BANKBEES,B ,Q,579.60,581.61,579.29,581.31,581.31,579.16,6/24/2025 00:00:00,253,6680,3881151.00,581.01,36376,72.44,6/25/2025 00:00:00,1657474,,590.00,480.00,1.00,,,Financial Services,
590107,PSUBANK,B ,Q,698.30,701.00,698.30,700.75,700.75,692.50,6/24/2025 00:00:00,44,599,418325.00,698.37,2462,98.50,6/25/2025 00:00:00,1587403,,751.50,529.96,10.00,,,Financial Services,
590108,PSUBNKBEES,B ,Q,77.91,77.91,77.52,77.64,77.64,77.39,6/24/2025 00:00:00,158,46541,3616081.00,77.70,134938,70.81,6/25/2025 00:00:00,8475430,,83.90,61.45,1.00,,,Financial Services,
590109,SHARIABEES,B ,Q,503.45,518.40,503.45,511.10,511.10,508.50,6/24/2025 00:00:00,41,464,237352.00,511.53,845,61.42,6/25/2025 00:00:00,102561,,610.95,457.56,10.00,,,Financial Services,
590110,QNIFTY,B ,Q,2742.00,2742.00,2742.00,2742.00,2742.00,2722.00,6/24/2025 00:00:00,1,5,13710.00,2742.00,46,100.00,6/25/2025 00:00:00,25146,,2840.00,2366.00,10.00,,,Financial Services,
590113,HNGSNGBEES,E ,Q,389.98,389.98,384.44,389.23,389.23,384.91,6/24/2025 00:00:00,739,24921,9659800.00,387.62,10035,83.16,6/25/2025 00:00:00,441168,,448.98,269.09,1.00,,,Financial Services,
590115,MOM50,B ,Q,259.00,265.85,259.00,259.04,259.04,258.42,6/24/2025 00:00:00,14,640,167558.00,261.81,398,99.53,6/25/2025 00:00:00,51436971,,290.00,223.95,7.00,,,Financial Services,
590134,MADRASFERT,B ,Q,91.30,94.50,91.30,92.83,92.83,91.37,6/24/2025 00:00:00,568,27918,2605609.00,93.33,16415,57.19,6/25/2025 00:00:00,161101300,23733121.313400,134.00,66.34,10.00,,,Chemicals,
590136,BANKNIFTY1,B ,Q,581.99,582.35,580.27,580.97,580.97,580.13,6/24/2025 00:00:00,109,108136,62846634.00,581.18,13173,99.92,6/25/2025 00:00:00,,,589.00,490.59,10.00,,,,
590137,SETFNIFBK,B ,Q,575.65,576.92,574.96,575.99,575.99,574.55,6/24/2025 00:00:00,129,11683,6738290.00,576.76,3800,98.74,6/25/2025 00:00:00,,,580.86,486.71,10.00,,,,
590138,SETFNIF50,B ,Q,263.86,268.31,257.79,267.74,267.74,266.08,6/24/2025 00:00:00,604,54427,14505691.00,266.52,61035,87.61,6/25/2025 00:00:00,,,278.19,228.35,10.00,,,,
717504,MBLNCRPS,F ,P,113.00,113.00,113.00,113.00,113.00,112.50,6/23/2025 00:00:00,1,30,3390.00,113.00,85,100.00,6/25/2025 00:00:00,,,118.40,82.22,10.00,,,,
750991,APLAB-RE1,B ,Q,12.32,12.32,12.32,12.32,12.32,11.20,6/24/2025 00:00:00,23,21499,264867.00,12.32,217234,100.00,6/25/2025 00:00:00,12570000,,32.35,9.20,0.05,,,,
750995,MARKOB-RE1,B ,Q,0.09,0.09,0.09,0.09,0.09,0.09,6/24/2025 00:00:00,84,183556,16520.00,0.09,1428271,100.00,6/25/2025 00:00:00,47998708,,0.47,0.09,0.05,,,,
750997,FRANKI-RE1,B ,Q,0.09,0.09,0.09,0.09,0.09,0.09,6/24/2025 00:00:00,637,2299488,206953.00,0.09,5425027,100.00,6/25/2025 00:00:00,482000000,,0.42,0.09,0.05,,,,
750998,BHARAT-RE,B ,Q,19.55,20.95,18.56,20.04,20.04,19.55,6/24/2025 00:00:00,76,12901,254142.00,19.70,10615,100.00,6/25/2025 00:00:00,3380400,,28.00,17.00,0.05,,,,
750999,SYLPH-RE,B ,Q,0.04,0.04,0.04,0.04,0.04,0.04,6/24/2025 00:00:00,298,2521080,100843.00,0.04,16341088,100.00,6/25/2025 00:00:00,489074518,,0.10,0.04,0.05,,,,
751000,ETHOS-RE,B ,Q,797.75,805.00,786.00,786.00,786.00,797.75,6/24/2025 00:00:00,55,395,314507.00,796.22,1568,100.00,6/25/2025 00:00:00,2277250,,900.00,749.05,0.05,,,,
751001,SODFC-RE,B ,Q,9.00,11.48,8.00,9.01,9.01,10.55,6/24/2025 00:00:00,113,24716,233800.00,9.46,23126,100.00,6/25/2025 00:00:00,7004785,,14.40,8.00,0.05,,,,
751002,7NR-RE1,B ,Q,0.28,0.51,0.27,0.35,0.35,0.40,6/24/2025 00:00:00,721,781289,278519.00,0.36,1768871,100.00,6/25/2025 00:00:00,28006800,,0.60,0.27,0.05,,,,
751003,IFL-RE1,B ,Q,0.05,0.05,0.05,0.05,0.05,0.07,6/24/2025 00:00:00,2863,20467354,1023367.00,0.05,15603228,100.00,6/25/2025 00:00:00,494719229,,0.11,0.05,0.05,,,,
751004,CAPTRU-RE,B ,Q,0.60,1.30,0.60,1.02,1.02,,,119,22443,16867.00,0.75,22443,100.00,6/25/2025 00:00:00,6069017,,1.30,0.60,0.05,,,,
800220,795GS2032,G ,B,107.00,107.00,107.00,107.00,107.00,107.95,4/29/2025 00:00:00,1,3000,321000.00,107.00,3000,100.00,6/25/2025 00:00:00,,,108.15,103.95,,,,,
800295,SGBJUN27,G ,B,9775.00,9775.00,9754.53,9754.53,9754.53,9706.00,6/20/2025 00:00:00,4,7,68384.00,9769.14,4,100.00,6/25/2025 00:00:00,,,10000.00,7000.00,,,,,
800312,SGBDC27VII,G ,B,9950.00,9950.00,9653.00,9653.00,9653.00,9950.00,6/24/2025 00:00:00,2,7,68165.00,9737.86,13,100.00,6/25/2025 00:00:00,,,9999.00,7275.00,,,,,
800318,SGBAPR28I,G ,B,9929.00,9929.00,9850.00,9900.00,9900.00,9929.00,6/24/2025 00:00:00,14,76,752236.00,9897.84,28,88.16,6/25/2025 00:00:00,,,10149.00,7299.00,,,,,
800322,SGBJUN28,G ,B,9800.06,9800.06,9800.06,9800.06,9800.06,9800.06,6/24/2025 00:00:00,2,5,49000.00,9800.00,8,100.00,6/25/2025 00:00:00,,,9969.00,7111.07,,,,,
